,rab.all,rab.win.PA2.1,rab.win.PA2.3,diff.btw,diff.win,effect,overlap,we.ep,we.eBH,wi.ep,wi.eBH
ASV2082_992a.sp001940245.RS_GCF_001940245_1.,-2.841829736,-2.800267629,-3.013044469,-0.306565435,4.776300147,-0.058919971,0.469906019,0.442443096,0.514892025,0.454077861,0.525312292
ASV6284_Succinivibrio.dextrinosolvens_B.RS_GCF_900116345_1.,-2.934932561,-2.955550858,-2.845952673,0.178375768,4.625301182,0.035087365,0.4826,0.443968965,0.515883064,0.485922781,0.559085975
ASV2668_MWEH01.sp002070965.GB_GCA_002070965_1.,-2.854082316,-2.884718122,-2.713548098,0.241518096,4.948392105,0.043704303,0.474905019,0.444112097,0.517154809,0.48453236,0.560078946
ASV9649_Aureimonas_A.sp001425485.RS_GCF_001425485_1.,-2.918954177,-2.957654126,-2.754226523,0.237207202,4.472608175,0.044682124,0.4778,0.450409471,0.519613614,0.446379545,0.518078292
ASV458_CAIPUE01.sp903868125.GB_GCA_903868125_1.,-0.563103852,-0.458530074,-0.968925042,-0.454051482,6.889331233,-0.061285313,0.472705459,0.435761641,0.520254362,0.448104297,0.534874032
ASV7333_UBA945.sp900197595.RS_GCF_900197595_1.,-2.970853135,-3.005149514,-2.822903231,0.255625263,4.530619048,0.047368196,0.4736,0.46053762,0.531390471,0.468425515,0.539943255
ASV7172_Methylobacterium.sp008000895.RS_GCF_008000895_1.,-2.924686982,-2.887463863,-3.074978485,-0.253217817,4.433357051,-0.052365689,0.4766,0.461476842,0.53416303,0.453534607,0.527073662
ASV6990_Genus_TM7x,-2.880039766,-2.835927285,-3.056027638,-0.234886095,4.434041851,-0.047627903,0.476504699,0.463731551,0.536749724,0.443745761,0.517711047
ASV4733_MWCQ01.sp002070105.GB_GCA_002070105_1.,-2.460548285,-2.425597363,-2.604885224,-0.274995533,4.625568708,-0.05429938,0.472905419,0.46538376,0.538756208,0.46756388,0.542662956
ASV3380_Family_Paludibacteraceae,-2.788729611,-2.814483965,-2.677456279,0.186110232,4.777755516,0.036356501,0.481703659,0.4672525,0.53899954,0.486250631,0.559256817
ASV6051_Genus_Enterococcus_D,-2.933958415,-2.904821686,-3.068292297,-0.232005667,4.540411517,-0.042541307,0.479,0.468106085,0.541057537,0.473552607,0.547386629
ASV7781_SDRW01.sp007845485.RS_GCF_007845485_1.,-2.948737931,-2.991412599,-2.750369838,0.2595169,4.362363467,0.053526904,0.473305339,0.470112752,0.541762492,0.446286305,0.51969125
ASV67_Coprobacter.fastidiosus.RS_GCF_000473955_1.,5.174712749,5.008963057,5.731643948,0.134685006,6.142035042,0.018840578,0.49070186,0.449237042,0.542402973,0.737560431,0.806307403
ASV5250_Genus_Corynebacterium,-2.798953282,-2.749411205,-3.007998162,-0.231121277,4.509700899,-0.044526136,0.474105179,0.469262191,0.543829195,0.450654777,0.524039117
ASV9364_Alkalibacterium.sp002500855.RS_GCF_009935905_1.,-2.95949639,-2.987240978,-2.842062958,0.211217745,4.564290031,0.035779667,0.479704059,0.47296651,0.544636177,0.485942878,0.558959116
ASV9062_Family_Saccharimonadaceae,-2.925363088,-2.966496987,-2.749881128,0.234185548,4.520021937,0.044177664,0.4766,0.473970955,0.545100817,0.470372136,0.54331103
ASV2455_Nitratidesulfovibrio.sp011682075.RS_GCF_011682075_1.,-2.924046931,-2.90906031,-2.98343839,-0.13194477,4.560388638,-0.024019865,0.48670266,0.471875733,0.545490774,0.492564137,0.567424095
ASV1856_CAG.878.sp000432255.GB_GCA_000432255_1.,2.029054878,1.935467135,2.346148551,0.388104713,5.512455976,0.063014983,0.465,0.467836661,0.54869387,0.455383781,0.552747242
ASV9707_Order_Pirellulales,-2.939702983,-2.906768718,-3.082586385,-0.274065212,4.425013397,-0.052538448,0.469706059,0.477030853,0.549594701,0.466067895,0.539297837
ASV8124_SFGY01.sp004556455.GB_GCA_004556455_1.,-2.88825785,-2.92870428,-2.704941127,0.267216135,4.519328562,0.04847672,0.474905019,0.480587317,0.551581055,0.465000604,0.539331337
ASV9868_UBA3789.sp002369415.GB_GCA_002369415_1.,-2.90119837,-2.869018077,-3.03699324,-0.236242231,4.410721682,-0.04486462,0.477304539,0.48008738,0.552492091,0.47348876,0.54765061
ASV8992_Paracoccus.sp004335005.RS_GCF_004335005_1.,-2.860530278,-2.823738275,-3.017605226,-0.12347781,4.3727166,-0.02533233,0.487,0.480232854,0.554030303,0.469661557,0.542339269
ASV6777_Endomicrobium.sp009778965.GB_GCA_009778965_1.,-2.925918562,-2.936266067,-2.870930247,0.136655897,4.520078021,0.024719091,0.4862,0.482724198,0.5560324,0.496379733,0.571013628
ASV6717_Family_Enterococcaceae,-2.722122158,-2.688491414,-2.865591356,-0.227433042,4.651114047,-0.043527919,0.4808,0.480760927,0.556738681,0.481264931,0.556958618
ASV8567_UBA4372.sp902791675.GB_GCA_902791675_1.,-2.982741702,-3.004054382,-2.881606967,0.246401989,4.473686819,0.045269627,0.475304939,0.48546862,0.557818383,0.488940383,0.563244596
ASV10458_CAG.594.sp900759985.RS_GCF_900759985_1.,-2.931927102,-2.901353554,-3.056068528,-0.196161759,4.44015865,-0.037951677,0.478104379,0.484545111,0.558884266,0.487571102,0.56193982
ASV6798_Order_Planctomycetales,-2.966809528,-2.944897755,-3.062768734,-0.100726926,4.336368634,-0.019276277,0.4908,0.486687866,0.560679611,0.485281721,0.559851036
ASV7243_Paenochrobactrum.gallinarii.RS_GCF_014205685_1.,-2.91358493,-2.878783259,-3.056164188,-0.244438685,4.452451908,-0.045103829,0.475304939,0.488847049,0.560695646,0.467553901,0.54262536
ASV6822_Chryseomicrobium.excrementi.RS_GCF_002798305_1.,-2.957641288,-2.977565848,-2.867117759,0.112356086,4.461389663,0.023315052,0.4875025,0.48700937,0.560695712,0.495919279,0.569738178
ASV7350_Rs.D84.sp902801125.GB_GCA_902801125_1.,-2.872893565,-2.839029271,-3.013010118,-0.166069224,4.532983418,-0.031475535,0.4832,0.488526453,0.562894146,0.484030471,0.557475444
ASV4072_Jeotgalicoccus.aerolatus.RS_GCF_014635205_1.,-2.778783576,-2.741456114,-2.929202887,-0.132046236,4.532250074,-0.025968014,0.4874,0.490426194,0.563349892,0.494698539,0.567562665
ASV6757_Pelistega.sp009833965.RS_GCF_009833965_1.,-2.953791766,-2.944744288,-2.998453326,0.019718483,4.353196318,0.002910254,0.4985003,0.492706616,0.565075677,0.501676861,0.575545745
ASV5182_Genus_Sphingomonas,-2.925881155,-2.905642601,-3.018579721,-0.160127267,4.468190347,-0.032145964,0.484,0.489261362,0.565391549,0.499406973,0.575317016
ASV5006_PeH17.sp000435055.GB_GCA_000435055_1.,-2.90727202,-2.920895456,-2.844023243,0.132445942,4.578962775,0.02129367,0.4878,0.495517086,0.565899307,0.501747189,0.573645784
ASV7686_XBB1006.sp900115795.RS_GCF_900115795_1.,-2.947864689,-2.921485998,-3.067027232,-0.161649427,4.339527678,-0.031446926,0.4846,0.491851251,0.56600356,0.490311571,0.564094603
ASV6178_Saccharimonas.sp010202265.RS_GCF_010202265_1.,-2.858178778,-2.838664351,-2.941467007,-0.104441076,4.521026489,-0.022000692,0.489,0.494203219,0.568006152,0.509529531,0.584152249
ASV9605_Agrobacterium.sp900013535.RS_GCF_005221385_1.,-2.956959082,-2.930114975,-3.077601599,-0.14777816,4.394702578,-0.032157275,0.483703259,0.496445023,0.569359807,0.492604346,0.567902423
ASV3581_Bact.08.sp001897515.GB_GCA_001897515_1.,-2.732863735,-2.758402757,-2.615518657,0.22993157,4.633940133,0.040745217,0.477704459,0.497272679,0.569950775,0.496589959,0.571671104
ASV10069_Butyrivibrio.sp000421405.RS_GCF_000421405_1.,-2.978601176,-2.955580932,-3.073175208,-0.17179007,4.386955887,-0.030667387,0.4838,0.496974826,0.570758482,0.49244923,0.566452665
ASV6965_Family_Victivallaceae,-3.007136789,-3.017868297,-2.958530529,0.018479311,4.47182583,0.003047202,0.4982,0.497321846,0.571893116,0.508715637,0.583199
ASV8048_Jeotgalibaca.arthritidis.RS_GCF_011100465_1.,-2.963845623,-2.952301831,-3.010785914,0.003686022,4.370677736,0.000670839,0.4996,0.499685072,0.573256897,0.510098887,0.584599132
ASV7735_Genus_Kocuria,-2.940531876,-2.951434004,-2.890788018,0.185050118,4.477679127,0.036819537,0.4828,0.49971506,0.573346986,0.505457921,0.579320715
ASV10247_Exiguobacterium.sp902362975.RS_GCF_902362975_1.,-2.923119455,-2.911881528,-2.977144526,-0.116214777,4.556058105,-0.022517348,0.48830234,0.501676365,0.573517941,0.505583825,0.579152143
ASV7513_Staphylococcus_A.lentus.RS_GCF_002902755_1.,-2.766835038,-2.753540354,-2.823793456,-0.131310898,4.504569304,-0.02367847,0.48770246,0.501661563,0.574740896,0.508663397,0.583980149
ASV507_UBA6984.sp003258725.GB_GCA_003258725_1.,3.273437886,3.209106712,4.082740916,0.485446387,6.29444639,0.069068436,0.462107579,0.491157937,0.575107758,0.336633662,0.439429936
ASV7980_Genus_Enterococcus_A,-2.818363751,-2.79598195,-2.916716883,-0.127873768,4.526160109,-0.022505479,0.48770246,0.500060358,0.575273511,0.505882405,0.580899878
ASV6556_Genus_Snodgrassella,-2.903564018,-2.911266704,-2.870210953,-0.038935473,4.484818538,-0.007489618,0.49610078,0.502182532,0.575830317,0.500408529,0.575768073
ASV12812_Family_Staphylococcaceae,-2.969173622,-2.978089647,-2.931817948,0.055653004,4.397128841,0.010842822,0.49310138,0.505143105,0.576355564,0.506919729,0.580566842
ASV2304_Brachybacterium.faecium.RS_GCF_000023405_1.,-2.768138591,-2.766143323,-2.775554379,-0.106173501,4.60734979,-0.020252773,0.4885023,0.503486005,0.57803353,0.531270601,0.605553445
ASV6073_Family_Rhodocyclaceae,-2.941353836,-2.945597285,-2.924039981,0.029995801,4.441401824,0.006555293,0.49710058,0.503377982,0.578083883,0.525291178,0.600219725
ASV8215_CAG.302.sp002375205.GB_GCA_002375205_1.,-2.928894391,-2.905190487,-3.030147152,-0.176849725,4.450784443,-0.03271871,0.4804,0.507020104,0.579085013,0.51903535,0.591478497
ASV3293_Facklamia_A.tabacinasalis.RS_GCF_005864045_1.,-2.688150454,-2.642310651,-2.882320067,-0.233538927,4.600101701,-0.041265167,0.478504299,0.506802968,0.579375393,0.47818027,0.55083625
ASV5815_Syner.03.sp002839185.GB_GCA_002839185_1.,-2.909776855,-2.899462568,-2.956417983,0.000421872,4.508660164,6.09E-05,0.5,0.507763292,0.579908791,0.510328648,0.585229706
ASV7079_Lactiplantibacillus.plantarum.RS_GCF_014131735_1.,-2.989948896,-3.003217485,-2.938644319,0.019200427,4.369568497,0.004234816,0.49770046,0.509807497,0.581006991,0.509985678,0.583044172
ASV243_Genus_Streptococcus,-0.003737943,-0.250971148,1.201488496,0.461025032,6.792527689,0.065157263,0.471705659,0.50107542,0.581039701,0.401588215,0.494748977
ASV8438_RQZE01.sp003858585.RS_GCF_003858585_1.,-2.924831252,-2.899004573,-3.029405586,-0.163927581,4.554377635,-0.031267143,0.484903019,0.507531542,0.581386921,0.501126894,0.575690305
ASV5941_Massilibacteroides.vaginae.RS_GCF_900178525_1.,-2.944153263,-2.956759818,-2.891126599,0.167457619,4.484679152,0.031992854,0.483,0.511778953,0.582174248,0.513473874,0.587658606
ASV6873_Enterococcus.faecalis.RS_GCF_000392875_1.,-2.856409856,-2.853826749,-2.868475236,-0.05359645,4.360026933,-0.010072433,0.49470106,0.509981578,0.585576576,0.53120744,0.605319041
ASV15017_Kingdom_,-2.869500235,-2.851327704,-2.94619688,-0.046166115,4.539139141,-0.009769385,0.4956,0.515019661,0.5874726,0.510295119,0.584555102
ASV4908_Ureaplasma.urealyticum.RS_GCF_000169535_1.,-2.883861519,-2.892366649,-2.84630978,0.110602697,4.647316922,0.01858045,0.49,0.514207881,0.587561862,0.521841896,0.595020859
ASV4545_F082.sp001603665.GB_GCA_001603665_1.,-2.775378873,-2.785070429,-2.735621407,0.17952676,4.982024815,0.032331216,0.484103179,0.515647744,0.58769654,0.538560656,0.613071439
ASV8164_CSBR16.202.sp007116995.GB_GCA_007116995_1.,-2.959023351,-2.9597369,-2.954309631,0.002847444,4.490066666,0.000420557,0.4998,0.51409867,0.587729015,0.524650545,0.600218877
ASV3033_RUG472.sp902765005.GB_GCA_902765005_1.,-2.678835046,-2.685388732,-2.650162539,0.132604616,4.908845942,0.02294141,0.4885023,0.515626759,0.58795383,0.538477689,0.613517149
ASV6169_CAG.115.sp900768705.RS_GCF_900768705_1.,-2.920235219,-2.940225393,-2.837446574,-0.019027134,4.466184363,-0.004770991,0.4972,0.516276269,0.588292606,0.517310298,0.591863752
ASV8005_Class_Planctomycetes,-2.874175302,-2.881556477,-2.846174124,0.073064594,4.643698985,0.016633695,0.4922,0.51720506,0.588526777,0.517917229,0.593066613
ASV9146_Ruminococcus_F.champanellensis.RS_GCF_000210095_1.,-2.921626521,-2.899474855,-3.020510881,-0.075976619,4.508578716,-0.015780296,0.492,0.516113707,0.588645189,0.513863549,0.586349665
ASV6267_Pyramidobacter.sp002007215.RS_GCF_002007215_1.,-2.917118506,-2.90986092,-2.952400926,0.023932518,4.577678027,0.004770883,0.4974,0.515591353,0.588949037,0.513853814,0.59075008
ASV4442_D5.sp014385025.GB_GCA_014385025_1.,-2.31032541,-2.356831227,-2.103502183,0.221174836,4.801870152,0.039395641,0.479504099,0.515882843,0.589816469,0.523669271,0.599609486
ASV3974_Genus_Brevibacterium,-2.881532276,-2.869768573,-2.928583209,-0.056428157,4.464390779,-0.010748963,0.49310138,0.51743697,0.590793173,0.528697128,0.602438812
ASV8183_Rothia.terrae.RS_GCF_012396615_1.,-2.959724978,-2.966279425,-2.931823723,0.122148773,4.44621049,0.025024042,0.4882,0.51872878,0.591975702,0.524196595,0.599160252
ASV7402_Genus_Marinitoga,-2.933165852,-2.946430486,-2.871594376,0.041142007,4.405334589,0.007872666,0.4965007,0.521480272,0.59241292,0.52735716,0.600355632
ASV7579_UBA1711.sp902762805.GB_GCA_902762805_1.,-2.887857804,-2.875874258,-2.936656653,-0.026333802,4.482813011,-0.005544502,0.497,0.519610527,0.593852807,0.525697963,0.600385216
ASV4798_Clostridium_P.perfringens.RS_GCF_000013285_1.,-2.83484999,-2.832596671,-2.844317066,0.069058568,4.852839382,0.014262083,0.4938,0.521820038,0.594417497,0.532987634,0.606394733
ASV8383_Genus_Acinetobacter,-2.910490866,-2.899381617,-2.957976409,-0.032807175,4.441484541,-0.006501464,0.4972,0.521875543,0.595022237,0.522767336,0.597587838
ASV3747_Phylum_Proteobacteria,-2.934013401,-2.911206957,-3.030259432,-0.075130473,4.405409747,-0.014758301,0.49190162,0.524228124,0.596754879,0.521435864,0.59404122
ASV6047_Cellulosilyticum.lentocellum.RS_GCF_000178835_2.,-2.938134527,-2.940711374,-2.925597142,0.030955006,4.512561636,0.005684809,0.4958,0.52490526,0.597277186,0.51643233,0.591243369
ASV8286_Family_Enterobacteriaceae,-2.863241236,-2.843255258,-2.951121027,-0.126594505,4.423381343,-0.026012465,0.486302739,0.526308783,0.597578536,0.528122112,0.600590508
ASV6866_Saccharofermentans.sp003149065.RS_GCF_003149065_1.,-2.960077309,-2.944007994,-3.034000856,-0.086549849,4.353710673,-0.016844513,0.491,0.525716483,0.598421777,0.520779484,0.594142159
ASV4053_CAG.145.sp002320005.GB_GCA_002320005_1.,-2.857329776,-2.852659032,-2.877535767,0.11407844,4.610134698,0.020780798,0.48930214,0.525684347,0.599075788,0.530092871,0.604619986
ASV3317_Lenti.01.sp002347655.GB_GCA_002347655_1.,-2.813274205,-2.805452914,-2.846159648,0.011904957,4.639586021,0.002981524,0.4985003,0.530901988,0.603278436,0.535707228,0.610328662
ASV5111_Slackia_A.piriformis.RS_GCF_000296445_1.,-2.729064517,-2.718347492,-2.780438206,-0.048706267,4.707654096,-0.010708733,0.49390122,0.530670746,0.603623999,0.539801503,0.612300136
ASV9126_Pseudomonas_E.marginalis.RS_GCF_900105325_1.,-2.888917602,-2.87848926,-2.938356085,-0.039366344,4.461614185,-0.007543202,0.4965007,0.532522683,0.604068839,0.535817537,0.608080688
ASV6120_Genus_Glutamicibacter,-2.883190215,-2.879058882,-2.899890878,0.097423791,4.641600216,0.016781728,0.49030194,0.53837725,0.610482645,0.538459264,0.611764728
ASV4115_HOT.345.sp013333605.GB_GCA_013333605_2.,-2.673618281,-2.660080103,-2.732618798,-0.143720026,4.678339858,-0.024677014,0.48730254,0.545003133,0.61799581,0.547958965,0.621099671
ASV5023_Fibrobacter.sp900177705.RS_GCF_900177705_1.,-2.535807519,-2.53402859,-2.544454375,-0.066421822,5.06034585,-0.012114176,0.49310138,0.546135981,0.619334355,0.564158985,0.638838584
ASV2797_Family_Dysgonomonadaceae,-2.731424148,-2.723626062,-2.766782054,-0.047157628,4.875109191,-0.008857509,0.4965007,0.550369536,0.622371906,0.550096958,0.624610634
ASV157_Romboutsia.timonensis.RS_GCF_900106845_1.,2.276920691,2.127818639,2.62666095,0.222192495,6.835414911,0.029842468,0.4868,0.544726474,0.624323622,0.62815077,0.709613899
ASV869_Weissella.paramesenteroides.RS_GCF_000160575_1.,-1.847497907,-1.954954287,-1.373114164,0.457420798,5.553876033,0.074260788,0.465706859,0.552338266,0.624528836,0.415351362,0.49432151
ASV5722_UBA9506.sp003506415.GB_GCA_014384785_1.,-2.611893607,-2.614254043,-2.600615237,0.001017158,4.670814247,0.000149974,0.49990002,0.55323201,0.62514018,0.551232545,0.626814839
ASV4467_NSJ.40.sp014384705.GB_GCA_014384705_1.,-1.819483889,-1.831583927,-1.765536088,0.007304112,4.496305805,0.002337116,0.4988,0.564739311,0.638036156,0.599119718,0.673083621
ASV335_Veillonella_A.magna.RS_GCF_000428745_1.,-1.873638304,-1.851331905,-1.961164281,-0.193298896,5.56701025,-0.033368222,0.484703059,0.570185014,0.644326356,0.588205522,0.662424947
ASV1417_Aerococcus.urinaeequi.RS_GCF_001543205_1.,-2.023427334,-2.03837768,-1.954291538,-0.154457165,5.515389493,-0.025944585,0.4876,0.578648832,0.652423062,0.601924118,0.67661197
ASV517_Firm.11.sp900540045.GB_GCA_900540045_1.,2.721752185,2.878137007,2.35262942,-0.594158141,5.770955926,-0.09381149,0.4528,0.580465199,0.659239126,0.216769209,0.30574294
ASV754_Genus_UBA2866,-2.155998621,-2.179528477,-2.044442445,0.136772997,5.535094916,0.022413672,0.4894,0.588922259,0.659437269,0.561794324,0.636310777
ASV1415_Dwaynesavagella.sp000283555.RS_GCF_000283555_1.,-0.566926789,-0.527203364,-0.779143054,0.320588689,5.777875442,0.05013986,0.478104379,0.600593569,0.672049285,0.573863978,0.654600972
ASV498_Family_CAG.917,-1.452000092,-1.500155386,-1.220089915,0.20345044,6.504294605,0.028749471,0.4876,0.601360858,0.672659643,0.583828079,0.659986946
ASV959_Family_CAG.272,2.250237013,2.222083896,2.407157033,-0.120307052,4.652014574,-0.022429697,0.48810238,0.607178571,0.682900078,0.829630584,0.874400568
ASV325_Family_CAG.138,2.983284591,3.107311105,2.759424951,-0.538461427,5.214890654,-0.087631346,0.450709858,0.707749158,0.77199134,0.263327359,0.360371025
